No,torch_tf_max_diff,torch_tf_mean_diff,tfjschrome_torch_max_diff,tfjschrome_torch_mean_diff,tfjschrome_tf_max_diff,tfjschrome_tf_mean_diff,channels,model,fail_time
687,1.79E-07,6.24E-09,4.77E-07,1.22E-08,4.77E-07,1.50E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:5 8:6 9:10 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:2 to:8 operator:4  from:3 to:4 operator:4  from:3 to:6 operator:8  from:4 to:5 operator:-1  from:4 to:7 operator:5  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:11  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,458
689,1.19E-07,1.59E-08,1.19E-07,9.90E-09,1.79E-07,1.97E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:16  from:4 to:8 operator:13  from:5 to:6 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,459
690,2.98E-07,6.44E-09,4.77E-07,2.11E-08,4.77E-07,2.11E-08,0:1 1:1 2:2 3:3 4:4 5:4 6:4 7:4 8:4 9:5 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,459
693,0,0,4.77E-07,3.24E-08,4.77E-07,3.24E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:8  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,461
694,2.98E-07,7.34E-09,4.77E-07,2.97E-08,4.77E-07,3.19E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:9 9:10 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:9 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:13  from:5 to:6 operator:11  from:5 to:8 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,461
696,2.98E-07,7.04E-09,4.77E-07,2.85E-08,4.77E-07,2.85E-08,0:1 1:1 2:2 3:3 4:4 5:4 6:4 7:4 8:4 9:9 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:5 to:9 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,462
698,1.79E-07,7.81E-09,4.77E-07,1.28E-08,4.77E-07,1.63E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:6 8:6 9:10 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:0 to:7 operator:9  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:4  from:3 to:6 operator:8  from:4 to:5 operator:-1  from:4 to:7 operator:5  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:11  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,463
699,0,0,7.15E-07,2.74E-08,7.15E-07,2.74E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:6 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,463
701,0,0,4.77E-07,3.42E-08,4.77E-07,3.42E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:6 to:9 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,464
704,2.98E-07,8.67E-09,2.38E-07,2.56E-08,2.38E-07,2.68E-08,0:1 1:1 2:2 3:3 4:4 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:5  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,466
705,2.98E-07,7.26E-09,4.77E-07,2.12E-08,4.77E-07,2.11E-08,0:1 1:1 2:2 3:4 4:5 5:5 6:5 7:5 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:16  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,466
709,2.98E-07,1.64E-08,2.38E-07,3.59E-08,2.38E-07,3.77E-08,0:1 1:1 2:2 3:3 4:4 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:16  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,469
721,2.98E-07,8.34E-09,4.77E-07,4.07E-08,4.77E-07,4.12E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:4 8:4 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:9 operator:17  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,480
722,2.98E-07,1.42E-08,4.77E-07,4.00E-08,4.77E-07,4.47E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:7 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:7 operator:5  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,480
723,1.19E-07,8.68E-09,1.19E-07,6.29E-09,1.19E-07,1.04E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:13  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:13  from:5 to:6 operator:11  from:6 to:7 operator:12  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,480
725,2.98E-07,1.11E-08,2.38E-07,2.27E-08,2.38E-07,2.42E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:2 7:2 8:2 9:2 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:17  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,481
727,2.38E-07,1.81E-08,1.79E-07,1.69E-08,2.98E-07,2.46E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:9 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:4  from:5 to:6 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:10  from:8 to:9 operator:-1  ,482
729,2.98E-07,1.30E-08,4.77E-07,4.00E-08,4.77E-07,4.34E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:4 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:8 operator:16  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,483
731,2.98E-07,1.06E-08,4.77E-07,2.03E-08,4.77E-07,2.39E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:6 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:7 operator:9  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,484
732,0,0,7.15E-07,3.68E-08,7.15E-07,3.68E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,484
733,1.79E-07,2.32E-08,1.79E-07,3.00E-08,2.38E-07,3.67E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:10  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,484
734,2.98E-07,7.23E-09,4.77E-07,3.30E-08,4.77E-07,3.37E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:4 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:9 operator:17  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:8 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,484
735,2.98E-07,7.88E-09,4.77E-07,2.97E-08,4.77E-07,3.17E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:9 9:10 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:9 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:13  from:5 to:6 operator:11  from:5 to:8 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:12  ,484
737,2.98E-07,4.88E-09,4.77E-07,2.04E-08,4.77E-07,2.03E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:4 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:8 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,485
740,2.98E-07,7.27E-09,4.77E-07,2.02E-08,4.77E-07,2.03E-08,0:1 1:1 2:2 3:4 4:5 5:5 6:5 7:5 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:16  from:1 to:8 operator:17  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,487
741,2.98E-07,6.20E-09,4.77E-07,1.83E-08,4.77E-07,1.83E-08,0:1 1:1 2:2 3:4 4:6 5:6 6:6 7:6 8:7 9:8 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:16  from:1 to:4 operator:13  from:1 to:8 operator:17  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,487
744,2.98E-07,5.77E-09,4.77E-07,1.88E-08,4.77E-07,1.88E-08,0:1 1:1 2:2 3:3 4:4 5:4 6:5 7:5 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:6 operator:8  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,489
747,3.58E-07,1.01E-08,4.77E-07,3.58E-08,4.77E-07,3.93E-08,0:1 1:1 2:2 3:4 4:5 5:5 6:5 7:5 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:2 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:8 operator:16  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,491
753,2.98E-07,4.58E-09,4.77E-07,3.77E-08,4.77E-07,3.87E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:4 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:8 operator:5  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,496
757,2.98E-07,7.47E-09,4.77E-07,2.01E-08,4.77E-07,2.01E-08,0:1 1:1 2:2 3:4 4:5 5:5 6:6 7:6 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:6 operator:13  from:1 to:2 operator:-1  from:1 to:3 operator:16  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,499
759,2.98E-07,6.66E-09,4.77E-07,2.70E-08,4.77E-07,2.70E-08,0:1 1:1 2:2 3:3 4:4 5:4 6:4 7:4 8:4 9:10 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:9 operator:17  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:5 to:9 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,500
762,2.98E-07,1.52E-08,4.77E-07,4.20E-08,4.77E-07,4.72E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,502
763,0,0,4.77E-07,3.13E-08,4.77E-07,3.13E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:7 operator:5  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,502
764,2.38E-07,7.03E-09,4.77E-07,2.77E-08,4.77E-07,2.94E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:4 8:10 9:11 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:9 operator:11  from:2 to:3 operator:-1  from:2 to:7 operator:4  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:13  from:5 to:6 operator:11  from:5 to:8 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:12  ,502
767,2.98E-07,1.14E-08,4.77E-07,2.36E-08,4.77E-07,2.69E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:6 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:7 operator:9  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,504
768,2.98E-07,6.21E-09,4.77E-07,2.77E-08,4.77E-07,2.97E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:10 9:11 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:8 operator:11  from:1 to:2 operator:-1  from:1 to:9 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:13  from:5 to:6 operator:11  from:5 to:8 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:12  ,504
769,2.38E-07,1.04E-08,4.77E-07,3.87E-08,4.77E-07,4.11E-08,0:1 1:1 2:1 3:3 4:5 5:5 6:5 7:5 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:4 operator:11  from:1 to:8 operator:16  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,504
770,0,0,7.15E-07,3.91E-08,7.15E-07,3.91E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:8  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,504
771,1.19E-07,8.62E-09,1.79E-07,6.16E-09,1.19E-07,1.05E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:4 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:9 operator:17  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:8 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,504
772,2.38E-07,5.73E-09,4.77E-07,4.32E-08,4.77E-07,4.43E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:8 operator:5  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:5 to:8 operator:12  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,504
773,2.98E-07,5.23E-09,4.77E-07,2.46E-08,4.77E-07,2.59E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:4 8:13 9:14 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:8 operator:11  from:1 to:2 operator:-1  from:1 to:3 operator:5  from:1 to:9 operator:11  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:13  from:5 to:6 operator:11  from:5 to:8 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:12  ,504
774,2.98E-07,5.29E-09,4.77E-07,3.30E-08,4.77E-07,3.35E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:8 operator:5  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:11  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,504
776,1.79E-07,1.01E-08,7.15E-07,3.34E-08,7.15E-07,3.76E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:6 9:9 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,505
777,0,0,7.15E-07,3.64E-08,7.15E-07,3.64E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:11  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,505
780,2.98E-07,7.30E-09,4.77E-07,2.26E-08,4.77E-07,2.55E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:7 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,507
783,0,0,4.77E-07,2.37E-08,4.77E-07,2.37E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:6 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:11  from:8 to:9 operator:-1  ,509
784,5.96E-08,7.00E-10,4.77E-07,2.47E-08,4.77E-07,2.47E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:5 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:13  from:1 to:6 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,509
790,2.98E-07,8.42E-09,4.77E-07,3.43E-08,4.77E-07,3.64E-08,0:1 1:1 2:2 3:4 4:5 5:5 6:5 7:5 8:6 9:11 ,from:0 to:1 operator:-1  from:0 to:2 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:8 operator:16  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:5 to:9 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,514
792,2.98E-07,6.14E-09,4.77E-07,1.76E-08,4.77E-07,1.76E-08,0:1 1:1 2:2 3:4 4:6 5:6 6:6 7:6 8:7 9:8 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:16  from:1 to:4 operator:12  from:1 to:8 operator:17  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,515
794,1.79E-07,6.91E-09,7.15E-07,3.42E-08,7.15E-07,3.69E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:6 operator:10  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,516
797,2.98E-07,8.28E-09,4.77E-07,1.96E-08,4.77E-07,2.11E-08,0:1 1:1 2:2 3:3 4:4 5:4 6:5 7:5 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:6 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,518
